Year,City,State,Team,PositionInLeague,InSuperBowl,WonSuperBowl,TotalPop,TotalMale,%TotalMale,TotalFemale,%TotalFemale,Under5,%Under5,5to9,%5to9,10to14,%10to14,15to19,%15to19,20to24,%20to24,25to34,%25to34,35to44,%35to44,45to54,%45to54,55to59,%55to59,60to64,%60to64,65to74,%65to74,75to84,%75to84,85andover,%85andover,18andover,%18andover,18andoverMale,%18andoverMale,18andoverFemale,%18andoverFemale,65andover,%65andover,65andoverMale,%65andoverMale,65andoverFemale,%65andoverFemale,Onerace,%Onerace,White,%White,BlackorAfricanAmerican,%BlackorAfricanAmerican,AmericanIndianandAlaskaNative,%AmericanIndianandAlaskaNative,Asian,%Asian,NativeHawaiianandOtherPacificIslander,%NativeHawaiianandOtherPacificIslander,HispanicLatino,%HispanicLatino,Someotherrace,%Someotherrace,Twoormoreraces,%Twoormoreraces,BelowPovertyLevel,AtAbovePovertyLevel,LessHighSchool,HighSchoolGraduate,SomeCollege/Associates,Bachelors+,Employment16to19,Employment20to24,Employment25to29,Employment30to34,Employment35to44,Employment45to54,Employment55to59,Employment60to64,Employment65to74,Employment75andover,Employment20to64,Employment20to64Male,Employment20to64Female,EmploymentBelowpovertylevel,EmploymentAtAbovePovertyLevel,Employment25to64,EmploymentLessHighSchool,EmploymentHighSchool,EmploymentSomeCollege/Associates,EmploymentBachelors+,Unemployment16to19,Unemployment20to24,Unemployment25to29,Unemployment30to34,Unemployment35to44,Unemployment45to54,Unemployment55to59,Unemployment60to64,Unemployment65to74,Unemployment75andover,Unemployment20to64,Unemployment20to64Male,Unemployment20to64Female,UnemploymentBelowPovertyLevel,UnemploymentAtAbovePovertyLevel,Unemployment,UnemploymentLessHighSchool,UnemploymentHighSchool,UnemploymentSomeCollege/Associates,UnemploymentBachelors+
2016,Indianapolis ,Indiana,Cults,18,0,0,2001737,973728,48.6,1028009,51.4,136335,6.8,141837,7.1,138278,6.9,131137,6.6,127784,6.4,287366,14.4,261471,13.1,270651,13.5,130183,6.5,116303,5.8,154243,7.7,75816,3.8,30333,1.5,1500899,1500899,721023,48,779876,52,260392,260392,112588,43.2,147804,56.8,1949420,97.4,1535618,76.7,300851,15,4782,0.2,59656,3,336,0,132598,6.6,48177,2.4,52317,2.6,141807,1033380,99189,279094,301765,385926,34.7,73.8,78.7,81.1,80.6,80.1,72.5,58.8,25.7,5.9,76.6,80.9,72.4,41.1,82.7,76.9,52.5,69.8,78.7,86.9,16.6,9.3,5.7,3.5,4.2,3.4,2.7,2.4,2.4,2,4.4,4.4,4.3,19.2,3.1,3.8,8.8,5.4,3.4,2.2
2016,New Orleans,Louisiana,Saints,22,0,0,1268883,612890,48.3,655993,51.7,78463,6.2,78804,6.2,79116,6.2,75933,6,76830,6.1,193859,15.3,162132,12.8,165419,13,90933,7.2,81411,6.4,112598,8.9,49628,3.9,23757,1.9,985080,985080,469200,47.6,515880,52.4,185983,185983,80984,43.5,104999,56.5,1243310,98,728536,57.4,442404,34.9,4704,0.4,36865,2.9,511,0,111119,8.8,30290,2.4,25573,2,117955,638254,91172,188167,203880,210535,24.4,67,74.8,75.9,76.3,73,62.7,53,26,6,70.3,72.9,68,36.5,77.8,70.7,46.9,65.2,73.1,83.7,21.5,12,6.3,7.5,6,4.6,5.5,5.1,3.3,3.6,6.4,7.2,5.7,25.5,4.3,5.8,12.6,7.5,5.5,2.9
2016,Baltimore,Maryland,Ravens,17,0,0,2798886,1350187,48.2,1448699,51.8,168065,6,170786,6.1,172864,6.2,173731,6.2,185450,6.6,404493,14.5,348959,12.5,390364,13.9,196810,7,174869,6.2,241997,8.6,114425,4.1,56073,2,2181555,2181555,1035036,47.4,1146519,52.6,412495,412495,176012,42.7,236483,57.3,2710252,96.8,1700012,60.7,814885,29.1,6621,0.2,151431,5.4,1474,0.1,157327,5.6,35829,1.3,88634,3.2,158027,1508117,111703,370930,402620,630242,32,65.3,77.2,81.7,82.3,79.7,73.5,56.6,31.2,8.4,75.5,77.9,73.3,31.7,81.5,76.8,49.2,68.8,76.7,86.3,18.2,11.3,7.4,4,4.2,4,3,3.7,2.8,4.2,5.1,5.5,4.7,29.8,3.7,4.4,12.5,6.5,4.7,2.2
2016,Boston,Massachusets,Patriots,1,1,1,4794447,2329810,48.6,2464637,51.4,256221,5.3,252639,5.3,285906,6,318869,6.7,347661,7.3,706920,14.7,595391,12.4,680170,14.2,336959,7,295144,6.2,411330,8.6,206884,4.3,100353,2.1,3824917,3824917,1834208,48,1990709,52,718567,718567,309155,43,409412,57,4640225,96.8,3671796,76.6,391465,8.2,8169,0.2,373970,7.8,1502,0,518663,10.8,193323,4,154222,3.2,259273,2636097,188656,544475,575084,1306369,37,70.2,81.6,84.7,83.4,81.6,76.9,64.2,32.9,8.2,78.7,81.6,75.9,36,83.8,79.8,62,72.7,78.6,85.9,16.2,8.6,5.1,3.3,3.4,4.3,3.5,4,4.1,2.7,4.4,4.8,4.1,22.4,3.4,3.9,8.3,5.9,3.9,2.7
2016,Detroit,Michigan,Lions,12,0,0,4297617,2090856,48.7,2206761,51.3,253332,5.9,261710,6.1,273667,6.4,275818,6.4,271603,6.3,555624,12.9,520996,12.1,616925,14.4,325471,7.6,278419,6.5,388226,9,185207,4.3,90619,2.1,3329461,3329461,1595903,47.9,1733558,52.1,664052,664052,286542,43.2,377510,56.8,4180060,97.3,2980932,69.4,954847,22.2,11088,0.3,178110,4.1,837,0,186563,4.3,54246,1.3,117557,2.7,346574,2208008,209483,575860,771461,740631,32.7,67.6,75.1,77.4,76.7,75.4,67.2,50.7,21.9,5.6,71.3,75.8,67,33.8,77.6,71.7,42.3,63,74.4,84.1,21.7,12.3,8.5,6.7,6.1,4.5,4.3,4.2,3.3,2.1,6.4,6.7,6,28.4,4.3,5.7,13.4,8.7,5.5,2.7
2016,Minneapolis,Minnesota,Vikings,19,0,0,3551036,1759481,49.5,1791555,50.5,232062,6.5,243167,6.8,231345,6.5,225362,6.3,222536,6.3,516542,14.5,464674,13.1,488050,13.7,245776,6.9,216338,6.1,274012,7.7,127122,3.6,64050,1.8,2702693,2702693,1325678,49.1,1377015,50.9,465184,465184,206032,44.3,259152,55.7,3432341,96.7,2809022,79.1,287397,8.1,21916,0.6,227212,6.4,1151,0,204034,5.7,85643,2.4,118695,3.3,171392,1963307,115759,374613,620937,820071,44.4,79.6,86,86.4,85.7,85.9,78.7,62.1,27.7,5.6,82.1,85.1,79.1,44.1,86,82.4,59.3,75.7,83.1,88.1,11.7,5.7,4.6,2.9,3,2.3,3,2.8,2.7,3.3,3.3,3.7,2.9,17.4,2.5,3,6.4,4.2,3.3,2
2016,Kansas City,Missouri,Chiefs,3,0,0,2104115,1032437,49.1,1071678,50.9,137865,6.6,143275,6.8,148125,7,135279,6.4,125441,6,290508,13.8,278452,13.2,280504,13.3,142634,6.8,125768,6,174275,8.3,82961,3.9,39028,1.9,1587433,1587433,768373,48.4,819060,51.6,296264,296264,129488,43.7,166776,56.3,2037716,96.8,1649262,78.4,260749,12.4,7875,0.4,58240,2.8,4448,0.2,186849,8.9,57142,2.7,66399,3.2,121103,1110734,81461,269910,334109,432386,41.3,75.1,81.8,82.8,82.3,82.1,74.1,57.8,29.7,6.3,78.1,82,74.3,40.7,82.9,78.5,59.6,72.4,77.9,86.2,12.7,8.2,4.8,5.2,3.6,3.8,2.2,2.5,1.9,4.2,4.2,4.2,4.3,23,3,3.8,9.2,5,4.1,2.1
2016,Las Vegas,Nevada,Raiders,4,0,0,2155664,1076144,49.9,1079520,50.1,138602,6.4,143042,6.6,141116,6.5,130839,6.1,137659,6.4,320855,14.9,298072,13.8,289972,13.5,129489,6,122371,5.7,189191,8.8,87657,4.1,26799,1.2,1648780,1648780,816774,49.5,832006,50.5,303647,303647,141667,46.7,161980,53.3,2044476,94.8,1330054,61.7,247427,11.5,13583,0.6,211925,9.8,17783,0.8,666280,30.9,223704,10.4,111188,5.2,167996,1115269,168838,345928,380666,265327,26.9,69,75.8,76.5,77.6,75.2,66.2,49,21,6.5,71.9,76.7,67.2,36.7,78.2,72.3,63.5,69.4,73.3,80.2,18.8,9.7,8.9,5.7,5.6,6.3,5.6,4.2,4.9,4.5,6.6,6.4,6.8,25.4,4.9,6.2,7.1,7.8,6.2,3.9
2016,Buffalo,NewYork,Bills,21,0,0,1132804,549979,48.6,582825,51.4,60818,5.4,61539,5.4,66268,5.8,73375,6.5,75995,6.7,154523,13.6,125354,11.1,154746,13.7,80893,7.1,83560,7.4,108439,9.6,58435,5.2,28859,2.5,901067,901067,431173,47.9,469894,52.1,195733,195733,83547,42.7,112186,57.3,1104580,97.5,904141,79.8,136141,12,6976,0.6,36214,3.2,546,0,54985,4.9,20562,1.8,28224,2.5,88648,573572,41369,162757,193149,201801,38.3,70,79.8,78.4,80.1,76.6,67.6,53.5,20.9,5.5,73.2,74.7,71.6,32.7,80.6,73.6,40.4,66,74.8,85.3,14.6,8.2,4.4,4.3,3.5,3.6,3.1,2.5,3.2,3.5,4.1,5.3,2.9,20,2.9,3.6,12.8,4.9,3.6,1.8
2016,New York City,NewYork,Giants,6,0,0,20153634,9752250,48.4,10401384,51.6,1220380,6.1,1220555,6.1,1198560,5.9,1234643,6.1,1337002,6.6,2964036,14.7,2642569,13.1,2815062,14,1342070,6.7,1212833,6,1672677,8.3,857670,4.3,435577,2.2,15760226,15760226,7507946,47.6,8252280,52.4,2965924,2965924,1248975,42.1,1716949,57.9,19537758,96.9,11704438,58.1,3430610,17,60590,0.3,2215765,11,9815,0,4895817,24.3,2116540,10.5,615876,3.1,1443010,10734774,1299394,2585169,2538662,4553345,21.2,59.5,77.1,79,79.6,78.1,71.4,58.1,28.3,7.3,73.7,78.8,68.8,36,79.5,75.4,58.7,68.7,75.1,84.1,20.9,12,6.8,5.6,4.8,4.5,4.5,4.6,4.1,3.5,5.7,5.6,5.8,23,4.4,5.1,7.8,6.8,5.7,3.3
2016,New York City,NewYork,Jets,26,0,0,20153634,9752250,48.4,10401384,51.6,1220380,6.1,1220555,6.1,1198560,5.9,1234643,6.1,1337002,6.6,2964036,14.7,2642569,13.1,2815062,14,1342070,6.7,1212833,6,1672677,8.3,857670,4.3,435577,2.2,15760226,15760226,7507946,47.6,8252280,52.4,2965924,2965924,1248975,42.1,1716949,57.9,19537758,96.9,11704438,58.1,3430610,17,60590,0.3,2215765,11,9815,0,4895817,24.3,2116540,10.5,615876,3.1,1443010,10734774,1299394,2585169,2538662,4553345,21.2,59.5,77.1,79,79.6,78.1,71.4,58.1,28.3,7.3,73.7,78.8,68.8,36,79.5,75.4,58.7,68.7,75.1,84.1,20.9,12,6.8,5.6,4.8,4.5,4.5,4.6,4.1,3.5,5.7,5.6,5.8,23,4.4,5.1,7.8,6.8,5.7,3.3
2016,Charlotte,NorthCarolina,Panthers,25,0,0,2474314,1198240,48.4,1276074,51.6,155152,6.3,163579,6.6,176955,7.2,167657,6.8,150189,6.1,339304,13.7,347967,14.1,358121,14.5,155712,6.3,139245,5.6,197743,8,90458,3.7,32232,1.3,1875014,1875014,894710,47.7,980304,52.3,320433,320433,138465,43.2,181968,56.8,2417869,97.7,1667681,67.4,558245,22.6,8895,0.4,86593,3.5,1381,0.1,245765,9.9,95074,3.8,56445,2.3,156962,1320532,136567,289539,422881,491362,35.3,69.2,77.8,82.2,78.7,78.6,71.1,55,23.4,6.3,75,81.3,69,40,79.7,75.7,58,67.8,76.6,84.4,19.5,11.4,6.9,5.1,4.3,4.3,3.9,4.2,2.8,1.1,5.4,4.8,6,24,3.9,4.7,8.7,7.2,4.8,2.6
2016,Cincinatti,Ohio,Bengals,24,0,0,2161441,1059514,49,1101927,51,136294,6.3,146568,6.8,140815,6.5,147749,6.8,144850,6.7,286736,13.3,266338,12.3,292069,13.5,148820,6.9,140278,6.5,182042,8.4,89797,4.2,39085,1.8,1648597,1648597,796430,48.3,852167,51.7,310924,310924,135606,43.6,175318,56.4,2111286,97.7,1766311,81.7,267296,12.4,2331,0.1,53478,2.5,370,0,66582,3.1,21500,1,50155,2.3,146525,1117525,91255,314665,329345,398976,38.1,69.9,80.3,81.1,79.8,80.5,70.8,56.4,27,7.5,75.4,79.2,71.7,38.5,81.2,76.1,45.2,71.8,78.1,85,15.6,9.3,6.2,5.7,4.2,2.8,2.8,3.1,2.9,3.5,4.6,4.8,4.4,23.2,3.1,4,11.6,5.1,4.3,2.1
2016,Cleveland,Ohio,Browns,32,0,0,2055612,991015,48.2,1064597,51.8,116095,5.6,120380,5.9,124528,6.1,130441,6.3,130151,6.3,256513,12.5,237909,11.6,281714,13.7,162036,7.9,138594,6.7,199584,9.7,104416,5.1,53251,2.6,1613669,1613669,766345,47.5,847324,52.5,357251,357251,152288,42.6,204963,57.4,1992052,96.9,1508646,73.4,406835,19.8,3765,0.2,43359,2.1,589,0,115895,5.6,28858,1.4,63560,3.1,165433,1025521,86930,294780,344435,350621,40.2,72.3,77.9,79.8,78.6,77.5,68.7,56.7,26.2,5.6,73.9,77.5,70.4,36.6,80.8,74,46.6,67.3,75.3,85.4,16.6,10.9,8.2,6.1,5.6,5.6,4.3,3.2,4.1,4.4,6.2,6.2,6.1,27.7,4,5.6,14.9,8.4,5,2.7
2016,Philadelphia,Pennsylvania,Eagles,23,0,0,6070500,2937275,48.4,3133225,51.6,358607,5.9,367475,6.1,376914,6.2,392544,6.5,402870,6.6,860978,14.2,738346,12.2,835772,13.8,433878,7.1,381629,6.3,524212,8.6,263902,4.3,133373,2.2,4733527,4733527,2253973,47.6,2479554,52.4,921487,921487,392024,42.5,529463,57.5,5898228,97.2,4057149,66.8,1260847,20.8,12998,0.2,355212,5.9,2167,0,559407,9.2,209855,3.5,172272,2.8,434084,3162986,271592,895902,815349,1267760,28.9,62.9,78.2,80.1,78.8,77.1,70.7,58,28.3,6.4,73.6,76.6,70.8,32.3,80.2,74.9,48.4,67.2,76.4,85.1,20.6,12.3,6.7,5.3,5.7,4.9,4.3,3.8,3.8,6.3,6,6.3,5.6,25.9,4.5,5.2,11.9,7.8,5,3
2016,Pittsburgh,Pennsylvania,Steelers,7,0,0,2342299,1140583,48.7,1201716,51.3,119875,5.1,119525,5.1,127830,5.5,138725,5.9,139501,6,311564,13.3,266096,11.4,315109,13.5,185666,7.9,171533,7.3,245217,10.5,130843,5.6,70815,3,1894322,1894322,911047,48.1,983275,51.9,446875,446875,191331,42.8,255544,57.2,2284573,97.5,2032618,86.8,187693,8,1652,0.1,52885,2.3,727,0,39605,1.7,8998,0.4,57726,2.5,146027,1223403,59253,356279,349437,484999,34.2,67.5,81,80.2,80.7,79.2,72.3,57.1,24.8,6,75,77.9,72.1,35,80.6,75.8,45.6,66.4,76.2,86.1,15.1,10.7,6.8,5.4,4.3,4,2.8,3.7,3.4,1.8,5,5.5,4.6,25.3,3.7,4.4,13.3,6.1,5.2,2.3
2016,Nashville,Tennessee,Titans,15,0,0,1865535,907579,48.6,957956,51.4,120749,6.5,123878,6.6,122805,6.6,117732,6.3,129168,6.9,279480,15,255384,13.7,251658,13.5,118865,6.4,107800,5.8,147516,7.9,67497,3.6,23003,1.2,1426996,1426996,684864,48,742132,52,238016,238016,104345,43.8,133671,56.2,1823017,97.7,1460806,78.3,285059,15.3,4851,0.3,51399,2.8,1224,0.1,131729,7.1,19678,1.1,42518,2.3,121687,1004698,97622,258345,289539,367681,38.8,74.1,80.5,80.9,79.8,79.9,69.5,54.7,28.4,6.9,75.9,81.6,70.6,40.4,81.2,76.2,56.4,70.3,77.6,84.5,11.5,6.2,5.2,3.3,2.9,3.2,2,2.9,3.3,3.5,3.6,3.3,4,16.2,2.7,3.3,4.6,4.5,3.4,2.2
2016,Dallas,Texas,Cowboys,2,0,0,7232599,3555393,49.2,3677206,50.8,511685,7.1,541383,7.5,539572,7.5,508348,7,479089,6.6,1062280,14.7,1018032,14.1,981383,13.6,438940,6.1,369825,5.1,483301,6.7,220038,3,78723,1.1,5320066,5320066,2577856,48.5,2742210,51.5,782062,782062,341809,43.7,440253,56.3,7008610,96.9,5006420,69.2,1115545,15.4,29526,0.4,473365,6.5,6458,0.1,2065087,28.6,377296,5.2,223989,3.1,464922,3848467,576213,851690,1099257,1343300,31.5,70.1,78.7,79.4,81.5,79,72.5,59.6,30.6,7.3,76.3,83.9,69,43.6,80.8,77.1,65.8,72,78.7,83.8,15.4,8.5,5,4.3,3.2,3.1,3.6,2.7,2.8,2.9,4.1,3.9,4.4,15.9,3.2,3.6,4.3,4.7,3.5,2.7
2016,Houston,Texas,Texans,13,0,0,6772470,3364026,49.7,3408444,50.3,505962,7.5,513970,7.6,501430,7.4,473925,7,451844,6.7,1020911,15.1,959403,14.2,876152,12.9,418784,6.2,344372,5.1,444968,6.6,186743,2.8,74006,1.1,4953873,4953873,2435306,49.2,2518567,50.8,705717,705717,315440,44.7,390277,55.3,6622405,97.8,4434172,65.5,1172202,17.3,28709,0.4,516300,7.6,4488,0.1,2490600,36.8,466534,6.9,150065,2.2,496968,3525944,584408,843074,1018732,1173408,24.8,64.6,76,76.9,77.6,76.7,69.8,56.2,27.8,6.4,73.1,81.4,64.8,44,78.1,74.1,64.3,69.4,74.8,81.8,19.6,12.5,6.5,5.4,5,4.8,5,4.5,4.8,3.9,6,6,5.9,18,4.9,5.2,6.2,6.3,5.8,3.6
